Course Name,University,University Type,Degree Type,Duration,Language,Course Code,Course Area,Website
Master in Fashion Omnichannel & E-Commerce (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion Product Management (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
"Master in Fashion Promotion, Communication & Digital Media (Milano)",Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion Start-Up (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
"Master in Fashion Styling, Creative Direction & Digital Content (Firenze)",Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
"Master in Fashion Styling, Creative Direction & Digital Content (Milano)",Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
"Master in Fashion, Art & Textile Innovation (Firenze)",Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fine Jewellery Design (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Jewellery Design,
Master in Fragrances and Cosmetics Brand Management and Licensing (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,"Cosmetics, Fragrances",
Master in Interior Contract Design (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Design,
Master in Luxury Accessories Design & Management (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Design,
Master in Luxury Boutique Hotel Interior Design (Milano),Marangoni Institute,Private,Masters,1,EN,,Design,
Master in Marketing and Communication Management for Fragrances & Cosmetics (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,"Cosmetics, Fragrances",
Master in Olfactory Experience Management for the Luxury Industry (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Management,
Master in Product & Furniture Design (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Design,
Master in Product Design for Human-Robot Interaction (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Technologies,
Bachelor of Arts in Comics & Visual Storytelling,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,Arts,
Bachelor of Arts in Creative Technologies,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,"VFX & 3D, Game",
Bachelor of Arts in Design,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,"Product Design, Interior Design",
Bachelor of Arts in Fashion Design,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,"Fashion Design Management, Fashion Design, Fashion Styling and Communication",
Bachelor of Arts in Fashion Marketing Management,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,Fashion,
Bachelor of Arts in Film and Animation,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,"Film making, Animation",
Bachelor of Arts in Graphic Design and Art Direction,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,"Brand Design, Creative Direction, Visual Design",
Bachelor of Arts in Marketing & Management for Creative Business,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,,
Bachelor of Arts in Painting and Visual Arts,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,"Painting, Visual Arts",
Bachelor of Arts in Set Design,NABA-New Academy of Fine Arts,Private,Bachelors,3,EN,,"Theatre and Opera, Media and Events",
Master in Art and Ecology,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Arts,
Master in Contemporary Art Markets,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Arts,
Master in Creative Advertising,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Digital,
Master in Fashion Digital Marketing,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Digital,
Master in Interior and Living Design,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Design,
Master in Italian Design,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Design,
Master in Photography and Visual Design,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,"Photography, Design",
Master in Screenwriting for Series,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Screenwriting,
Master in Sneaker Design,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Design,
Master in Sustainable Innovation Communication,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,Commucnication,
Master of Arts in Creative Media Production,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,"Arts, Production",
Master of Arts in Digital & Live Performance,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,"Digital, Arts",
Master of Arts in Fashion and Costume Design,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,Fashion,
Master of Arts in Fashion Design,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
Master of Arts in Interior Design,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
Master of Arts in Luxury Brand Management,NABA-New Academy of Fine Arts,Private,Masters,1,EN,,,
Master of Arts in Product and Service Design,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
Master of Arts in Social Design,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
Master of Arts in Textile Design,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
Master of Arts in User Experience Design,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
Master of Arts in Visual Arts and Curatorial Studies,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
Master of Arts in Visual Design and Integrated Marketing Communication,NABA-New Academy of Fine Arts,Private,Masters,2,EN,,,
BA in Design - Interior Design & Urban Vision,DOMUS Academy,Private,Bachelors,3,EN,,,
BA in Design - Product Design & Value,DOMUS Academy,Private,Bachelors,3,EN,,,
BA in Design - UX Design,DOMUS Academy,Private,Bachelors,3,EN,,,
BA in Fashion Design - Fashion & Luxury Management,DOMUS Academy,Private,Bachelors,3,EN,,,
BA in Fashion Design - Fashion Product Development,DOMUS Academy,Private,Bachelors,3,EN,,,
BA in Fashion Design - Textile & Accessory Design,DOMUS Academy,Private,Bachelors,3,EN,,,
MA in Design Innovation,DOMUS Academy,Private,Masters,2,EN,,,
MA in Design Leadership & Strategy,DOMUS Academy,Private,Masters,2,EN,,,
"MA in Fashion: Design, Art & Technology",DOMUS Academy,Private,Masters,2,EN,,,
Master in Interaction Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Business Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Design Futures,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Design x AI,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Fashion Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Fashion Management,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Fashion Styling and Visual Merchandising,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Interior and Living Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Interior and Living Design (Dual Degree),DOMUS Academy,Private,Masters,1.2,EN,,,
Master in Luxury Brand Management,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Product Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Service Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Urban Vision and Architectural Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
Master in Visual Brand Design,DOMUS Academy,Private,Masters,11 Months,EN,,,
BA in Fine Arts - Art History,"Marist University, Florence",Private,Bachelors,4,EN,,,
BA in Fine Arts - Studio Art,"Marist University, Florence",Private,Bachelors,4,EN,,,
BA in Italian Language,"Marist University, Florence",Private,Bachelors,4,EN,,,
Bachelor in Communication Design,European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Fashion Design (Florence),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Fashion Design (Milan),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Fashion Marketing and Communication (Florence),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Fashion Marketing and Communication (Milan),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Fashion Stylist (Florence),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Fashion Stylist (Milan),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Graphic Design (Milan),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Graphic Design - Motion Graphics (Rome),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Illustration,European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Interior & Furniture Design (Florence),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Interior and Furniture Design,European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Interior Design (Florence),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Interior Design (Milan),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Interior Design (Rome),European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Jewellery Design,European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Photography,European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Product Design,European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor in Transportation Design,European Institute of Design - IED,Private,Bachelors,3,EN,,,
Bachelor of Fine Arts in Interior Design,"Marist University, Florence",Private,Bachelors,4,EN,,,
Bachelors in Fashion Design,Raffles Milano Institute of Fashion and Design,Private,Bachelors,3,EN,,,
Bachelors in Interior Design,Raffles Milano Institute of Fashion and Design,Private,Bachelors,3,EN,,,
Bachelors in Product Design,Raffles Milano Institute of Fashion and Design,Private,Bachelors,3,EN,,,
Bachelors in Visual Design,Raffles Milano Institute of Fashion and Design,Private,Bachelors,3,EN,,,
BSc in Conservation Studies,"Marist University, Florence",Private,Bachelors,4,EN,,,
BSc in Digital Media,"Marist University, Florence",Private,Bachelors,4,EN,,,
BSc in Fashion Merchandising,"Marist University, Florence",Private,Bachelors,4,EN,,,
BSc in Global Marketing Communication,"Marist University, Florence",Private,Bachelors,4,EN,,,
BSc in Studio Arts,"Marist University, Florence",Private,Bachelors,4,EN,,,
International Full-Time MBA,Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master in Digital Innovation and New Business Design,Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master in Environmental Sustainability and Circular Economy,Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master in Financial Risk Management,Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master in Healthcare & Life Sciences Innovation and Management,Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master In Innovation And Entrepreneurship,Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master In Luxury Management,Polimi Graduate School of Management,Private,Masters,1.3,EN,,,
"International Master in Marketing Management, Omnichannel & Consumer Analytics",Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master in Media and Communication Management,Polimi Graduate School of Management,Private,Masters,1,EN,,,
International Master in Project Management,Polimi Graduate School of Management,Private,Masters,1.6,EN,,,
International Master in Sustainability Management,Polimi Graduate School of Management,Private,Masters,1,EN,,,
Master in Arts Management,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Brand Design for Hospitality,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Brand Strategy and Management,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Branding,Raffles Milano Institute of Fashion and Design,Private,Masters,10 Months,EN,,,
Master in Business Analytics and Data Science,Polimi Graduate School of Management,Private,Masters,1,EN,,,
Master in Creative Direction for Fashion,European Institute of Design - IED,Private,Masters,9 Months,EN,,,
Master in Curatorial Practice,European Institute of Design - IED,Private,Masters,1,EN,,,
"Master in Design - Innovation, Strategy and Product",European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Digital Product Management,Polimi Graduate School of Management,Private,Masters,1,EN,,,
Master in Fashion Art Direction,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Beauty,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Brand Management,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Business,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Communication and Styling,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Curation,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Design (Rome),European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Design - Haute Couture (Milan),European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Design and Business,Raffles Milano Institute of Fashion and Design,Private,Masters,10 Months,EN,,,
Master in Fashion Film Direction,European Institute of Design - IED,Private,Masters,8 Months,EN,,,
Master in Fashion Marketing,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Merchandising and Buying,European Institute of Design - IED,Private,Masters,9 Months,EN,,,
Master in Fashion Photography,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Photography,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Fashion Trend Forecasting,European Institute of Design - IED,Private,Masters,8 Months,EN,,,
Master in Fashion Trend Forecasting,European Institute of Design - IED,Private,Masters,8 Months,EN,,,
Master in Future Store Design,European Institute of Design - IED,Private,Masters,9 Months,EN,,,
Master in Graphic Design - Focus on New media,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Immersive Spaces,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Interior Design,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Interior Design for Hospitality,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Jewellery Design,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Museum Education,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Photography,Raffles Milano Institute of Fashion and Design,Private,Masters,10 Months,EN,,,
Master in Product and Interior Design,Raffles Milano Institute of Fashion and Design,Private,Masters,10 Months,EN,,,
Master in Social Ecological Design,European Institute of Design - IED,Private,Masters,1.4,EN,,,
Master in Strategic Management,Polimi Graduate School of Management,Private,Masters,1,EN,,,
Master in Textile Design - Product Research Sustainability,European Institute of Design - IED,Private,Masters,1,EN,,,
Master in Transportation Design,European Institute of Design - IED,Private,Masters,2,EN,,,
Master in Visual Design & Communication,Raffles Milano Institute of Fashion and Design,Private,Masters,10 Months,EN,,,
Master of Arts in Design X Other Species,European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Fashion Design - 2 Years,European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Fashion System,European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Interaction Design,European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Interior Design - 2 Years (Florence),European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Interior Design - 2 Years (Milan),European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Painting and Digital Art,European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Product Design,European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Textile Design,European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Visual Communication (Milan),European Institute of Design - IED,Private,Masters,2,EN,,,
Master of Arts in Visual Communication (Rome),European Institute of Design - IED,Private,Masters,2,EN,,,
